T1,T2,T3,T4,Q1,Q2,Q3,P1,P1Q,P2,P2Q,P3,P3Q
0,82,43160,37,1859368,0,0,381,49558,0,1711,9988,1042172
0,86,48033,34,1956142,0,0,690,61257,0,1668,11943,1199276
0,95,38164,42,1565579,0,0,294,111675,0,691,8476,784117
0,98,39100,24,1676199,0,0,445,79506,0,1875,8848,772101
0,36,52414,26,1889478,0,0,528,75559,0,9840,11975,1143566
0,93,33450,25,1290571,0,0,1038,142509,0,12732,8607,804491
0,91,34652,25,1043814,0,0,287,49910,0,156,8370,626275
0,164,47713,14,1158108,0,0,623,39116,0,710,12078,802362
0,62,24254,16,1016213,0,0,572,87177,0,841,6006,671626
0,192,51176,12,1252157,0,25,243,64940,0,4695,15027,1011662
0,236,73706,25,1895888,0,0,4312,104755,0,44842,23905,1539017
0,0,54811,35,1712693,0,0,962,93570,0,9723,15934,1318299
0,75,50465,33,1747948,0,0,407,55019,0,2109,11484,1053045
0,55,48519,25,1367269,0,0,988,67129,0,1879,10430,797477
0,51,61011,38,1640170,0,0,363,54903,0,2763,10594,823082
0,56,50079,33,1499063,0,0,603,72373,0,1310,13304,979032
0,237,46325,27,1622008,0,0,485,61052,0,908,12070,990500
0,129,49965,1,1550872,0,108,905,86033,0,5323,14557,575041
0,48,67443,52,1732295,0,0,1375,74126,0,673,16751,1152778
2,75,59558,29,1409364,0,0,551,72247,0,1057,15801,1050496
0,91,29561,17,950831,0,0,814,119374,0,946,9695,946918
0,59,30296,11,731411,0,0,1470,117069,0,2579,10545,495181
0,29,7164,0,104629,0,34,208,17348,0,902,5277,44592
0,84,19990,9,541410,0,0,396,42867,0,1176,7118,441717
0,65,44717,21,859036,0,0,1002,60302,0,1275,11194,278668
0,89,34259,12,721385,0,0,406,53298,0,636,10759,499324
0,118,20574,4,518905,0,0,613,55868,0,564,7503,410007
0,133,25805,9,760210,0,0,490,99470,0,58,7911,434196
256,69,38342,19,791530,0,0,735,46629,0,203,9597,524468
0,0,21835,13,749239,0,0,501,70280,0,836,6647,474726
0,88,17740,11,611947,0,0,547,108456,0,789,6289,660784
0,0,30675,16,739594,0,0,739,51730,0,69,9864,647011
0,55,15561,1,786691,0,773,327,55989,0,356,7246,459372
0,151,22948,1,959004,0,9,748,74868,0,13237,12396,592142
0,68,33457,25,1509834,0,0,448,70027,0,757,16369,1581039
0,180,45795,19,1390623,0,0,1700,43825,0,1313,19671,1322069
0,0,31949,22,951817,0,0,735,30422,0,324,9951,906377
0,278,34200,9,1103361,0,0,1025,51569,0,149,18077,1089147
0,184,60331,35,1975689,0,0,1966,133830,0,669,29067,1844961
0,101,36285,37,1606433,0,0,1300,150699,0,1580,18444,1381114
0,127,20877,4,1273056,0,0,1198,112275,0,665,10827,1227717
0,37,18010,11,1461029,0,0,785,89417,0,21262,8052,1346532
0,120,23089,12,1226957,0,0,346,48405,0,940,12702,1093460
0,122,15465,5,1226322,0,0,438,35879,0,982,8121,1262924
0,207,37210,28,1132172,0,0,675,78760,0,2329,11070,814937
0,0,29610,9,1319905,0,0,675,68907,0,1273,13428,1059163
0,40,5528,0,244958,0,87,183,21927,0,634,4426,193194
0,143,18602,4,622412,0,0,367,72180,0,409,8178,676627
0,68,19669,17,675453,0,0,358,38925,0,1673,8014,754379
0,73,15174,10,649046,0,0,213,60930,0,2400,7920,743373
0,134,21812,4,685741,0,0,431,85631,0,858,11347,901954
0,82,15434,14,670739,0,0,407,55901,0,518,7739,842160
0,68,19686,9,728740,0,0,472,41363,0,353,9520,839496
0,59,18237,11,534451,0,0,299,70790,0,779,8904,751106
0,0,24305,16,598809,0,0,907,36396,0,756,11754,760312
0,82,8901,6,220051,0,46,296,31969,0,231,4465,313348
0,33,18994,3,491102,0,0,1134,38507,0,255,10366,629391
0,56,23824,9,508625,0,0,249,37579,0,284,10303,703481
2,178,24454,12,551858,0,0,1064,90743,0,2005,12256,706717
0,43,25015,5,512082,0,0,754,75769,0,1304,9305,669252
0,165,19013,15,524938,0,0,815,66693,0,665,8897,681031
2,125,21325,21,637949,0,0,272,63136,0,1233,7090,697209
0,59,20116,14,521119,0,0,326,45979,0,524,7634,576221
0,0,16939,13,609560,0,0,503,80207,0,43,7093,662427
0,52,24214,8,1077761,0,0,848,134284,0,469,9231,927180
0,71,24223,9,728384,0,0,407,63679,0,418,9045,701557
0,0,12011,5,504184,0,0,540,25140,0,1098,7356,597412
0,123,21138,7,873126,0,0,445,48121,0,1369,10550,949104
0,219,25771,14,872448,0,0,399,36173,0,33821,12072,910140
0,72,14585,4,909531,0,0,480,99238,0,33064,6562,811891
0,121,24138,9,903094,0,0,341,45191,0,27064,10518,818930
0,109,18717,3,667225,0,0,584,33852,0,19505,9620,573318
0,262,29875,11,803964,0,0,519,26920,0,29347,11929,603173
0,185,34750,4,1072880,0,0,308,37655,0,8934,9117,699451
0,60,16407,6,721504,0,0,328,29219,0,19446,5739,649212
0,31,16175,0,505973,0,0,419,22493,0,14469,6061,361967
2,115,12193,1,270475,0,0,670,64728,0,11056,5195,265971
0,0,24859,4,724108,0,0,444,52327,0,9127,8455,577863
0,93,14069,10,619532,0,0,233,28403,0,17747,4472,497704
0,43,18731,15,608483,0,0,142,22122,0,25203,6741,570409
0,45,23251,10,711028,0,0,385,44095,0,19667,8586,623468
0,70,20973,6,874428,0,0,205,57036,0,20672,7726,760733
0,40,18839,7,860498,0,0,365,59814,0,36050,7101,816246
0,85,21407,5,729903,0,0,510,58939,0,9323,6722,777827
0,38,16046,3,891014,0,0,246,32552,0,40549,5588,876955
0,0,22111,11,1310803,0,0,440,45234,0,5507,6832,996962
0,90,22869,11,1074284,0,0,224,36057,0,33100,6925,741809
0,61,22460,7,1380055,0,0,343,43434,0,31843,7555,903288
0,137,24016,6,1265072,0,0,981,59520,0,53695,9440,820450
0,109,15062,4,811860,0,0,331,27990,0,11129,5298,555318
0,201,15751,1,601800,0,0,390,34355,0,18076,5705,420257
0,124,20833,8,823111,0,0,321,43991,0,32555,8031,602291
0,70,17807,1,844210,0,0,630,35831,0,43474,6944,496169
0,181,19950,6,1509094,0,0,492,24668,0,37902,7840,574296
0,93,15021,4,1386906,0,0,315,28038,0,62144,6305,684565
0,28,42864,10,1916529,0,0,389,33004,0,42103,16486,892943
0,191,23493,13,1621941,0,0,327,34250,0,70834,7538,850962
0,30,16375,7,1401953,0,0,669,45294,0,53278,5215,690491
2,113,23364,12,1291999,0,0,788,31318,0,52060,9214,594145
0,54,23969,11,1288007,0,0,248,45406,0,47923,7580,662947
0,116,23387,17,1334177,0,0,394,16229,0,60366,7469,794850
0,0,16423,8,1135782,0,0,362,23782,0,66095,5567,912918
0,179,33956,9,1185890,0,0,1946,76960,0,67535,12504,663579
0,196,19643,8,1083175,0,0,579,40147,0,17772,6037,472793
0,78,26178,7,1268849,0,0,480,38908,0,31834,8682,587064
0,31,23512,4,1299657,0,0,855,28006,0,25538,7540,583552
2,82,34275,19,1493375,0,0,775,37707,0,27643,11596,609867
0,86,21350,6,1105984,0,0,748,34606,0,26767,6719,384089
0,63,19543,6,841734,0,0,522,24942,0,38158,5699,396245
0,22,24478,12,1010205,0,0,456,37472,0,19503,8643,539600
0,39,22338,17,1217800,0,0,304,31779,0,37026,7040,624181
0,113,30142,2,1298365,0,0,754,37528,0,29933,8230,774192
0,37,18754,4,767027,0,0,514,26079,0,32521,8287,392457
0,0,23442,5,1062760,0,0,540,24563,0,24687,7364,501676
0,195,22808,7,841646,0,0,703,90084,0,15863,8185,497370
0,67,15465,4,463268,0,0,395,31767,0,305,5067,289190
0,117,18158,5,767898,0,0,467,18272,0,27057,5875,412376
0,112,24712,7,1013720,0,0,1258,26294,0,22472,7968,508280
0,89,22741,2,1224696,0,0,383,21753,0,28520,7033,647304
0,101,49531,12,1779703,0,0,527,30590,0,53432,13346,968376
0,148,38790,11,1644967,0,0,1313,54899,0,42053,12904,842012
0,197,21275,5,1104015,0,0,705,24165,0,44297,8361,592719
2,265,20007,10,1170150,0,0,375,32139,0,27563,6813,606975
0,0,19732,8,1195921,0,0,1240,36091,0,49948,7635,570922
0,0,19680,8,1250502,0,2,540,33300,0,58889,7182,291283
0,41,21851,4,979717,0,0,674,34783,0,43895,9607,565357
0,47,22529,6,1115660,0,0,1076,64223,0,56726,7997,598879
0,24,14973,7,865443,0,0,437,24905,0,29667,5571,421281
0,176,40664,16,1480297,0,0,952,23064,0,25583,15535,703986
0,0,74523,18,1749342,0,0,3165,64157,0,34525,26630,835874
0,146,41211,9,1507113,0,0,1994,36740,0,64280,13346,708832
2,141,42322,18,1271855,0,0,1017,58994,0,51869,15812,673600
0,0,39089,14,1358527,0,0,1594,38012,0,51741,13996,599614
0,80,36295,26,1243229,0,0,1160,16300,0,29410,10667,595039
0,306,31330,10,1402813,0,0,774,22008,0,42110,9814,665286
0,139,23888,18,1386947,0,0,1005,34648,0,36916,9785,579403
0,0,28718,6,1485173,0,0,1136,30171,0,46781,9202,493646
0,0,25077,14,987022,0,0,1062,32128,0,28864,9417,392968
0,163,22674,13,1301694,0,0,484,23203,0,35994,6048,476865
0,58,25639,17,1762969,0,0,590,41645,0,27854,9390,616317
0,112,25640,19,1631523,0,0,734,40255,0,24056,8065,605987
0,119,29766,12,1494421,0,0,769,22098,0,29830,9291,590980
1,64,28902,14,1210432,0,0,1000,26171,0,34019,10454,431248
0,272,56481,19,1989178,0,0,746,47202,0,33600,13611,708300
0,0,34367,20,1675365,0,0,1317,53528,0,34939,9100,661112
0,0,19400,9,1209371,0,0,2040,62370,0,30128,7022,602497
0,0,35568,5,928417,0,0,3027,33346,0,7931,14213,367892
0,74,49240,14,2076032,0,0,1400,34545,0,37808,15816,868774
0,40,30834,6,1659872,0,0,1073,25519,0,26303,9617,799786
0,49,36497,14,1881994,0,0,362,27971,0,28017,9126,843259
0,262,30160,12,1611444,0,0,600,25231,0,50987,8497,852043
0,21,27185,17,1625634,0,0,610,22381,0,43269,8498,892770
0,60,20041,7,857553,0,0,520,39772,0,30420,6145,605274
0,27,15458,0,865106,0,0,290,26793,0,27504,4885,592439
0,36,17822,5,1233072,0,0,856,35052,0,46287,6520,825953
0,76,15072,5,709254,0,0,409,24204,0,35698,6608,470081
0,235,14351,3,653599,0,0,753,20476,0,28630,7287,477383
0,54,13212,7,670007,0,0,236,18520,0,19178,5222,520501
0,0,32439,9,1115292,0,2,521,23759,0,11153,10410,726828
0,256,15845,3,313315,0,0,440,20453,0,1012,6318,243293
0,39,8693,0,207020,0,0,712,26781,0,1120,3997,186049
0,0,12999,1,329636,0,14,384,22165,0,1904,6004,104588
0,85,18311,3,290831,0,0,605,16657,0,1467,8418,168706
0,0,9802,3,247088,0,0,648,22704,0,860,4108,222804
0,0,10367,3,248293,0,0,489,38074,0,719,4815,221867
0,70,16197,2,293882,0,0,1667,40496,0,1789,7400,234311
0,0,9530,0,287309,0,0,696,15134,0,1002,3939,93200
0,62,16662,3,363769,0,0,761,22662,0,1242,6644,245196
0,28,18079,8,478133,0,0,991,31133,0,1704,6303,330083
0,0,21846,0,562364,0,4,698,34190,0,1461,7621,168041
0,96,15617,4,301665,0,0,712,18555,0,1453,5538,217874
0,0,23146,0,450350,0,16,1128,23357,0,1361,10596,145231
0,0,22256,1,575024,0,10,894,51205,0,1597,7035,193220
0,0,22965,5,619492,0,137,750,37636,0,7189,7819,223030
6,0,51267,2,970458,0,16,590,30353,0,3181,16270,266611
0,0,31340,2,762092,0,131,815,20048,0,6719,12110,275446
0,0,28079,2,708621,0,10,776,21364,0,4664,11448,197373
0,0,33330,2,820326,0,4,1730,35363,0,1761,14079,226361
0,0,35118,6,809707,0,0,1037,21224,0,1490,16277,261004
0,66,31130,2,782234,0,16,877,50581,0,6609,12257,328071
0,0,15476,0,481854,0,0,244,29616,0,2534,6688,161526
0,0,20656,1,618360,0,33,418,142049,0,499,7714,184936
0,0,45767,0,873622,0,5,1919,55996,0,1167,19755,241826
0,0,90416,8,1666660,0,7,1058,27673,0,3590,31665,391045
0,0,72822,9,1447634,0,30,2797,27250,0,2663,28085,387738
2,0,35937,3,1120443,0,1,754,23889,0,8934,18661,284942
0,0,40945,3,1234548,0,3,1125,32206,0,3581,18380,323515
0,0,64728,6,1571267,0,6,841,48347,0,5919,24741,380835
0,0,65245,11,1477822,0,0,836,43476,0,21303,18500,377987
0,0,35274,3,1177648,0,0,1100,36845,0,17337,14102,307241
0,0,34612,7,1298242,0,2,589,38579,0,16988,15839,385557
0,0,36112,5,1549989,0,1,639,40398,0,23135,14749,394256
0,0,33111,8,1530607,0,0,405,48209,0,3937,14808,416141
0,0,26881,2,1332582,0,0,240,47460,0,8155,9859,358071
1,0,20250,2,946239,0,0,713,47175,0,9019,10262,279420
2,0,20273,4,1064013,0,0,504,26094,0,4490,9241,295050
0,0,25850,6,976401,0,0,336,19258,0,7722,11068,286757
0,94,47593,22,999594,0,0,794,21999,0,28377,19196,871353
0,0,26682,2,1038283,0,11,348,19216,0,9935,12173,309710
0,99,17884,7,598867,0,0,448,28448,0,13219,9151,564217
0,87,14203,5,579442,0,0,370,20622,0,8576,7237,431339
0,62,14612,13,705254,0,0,306,24380,0,15237,6828,489315
2,0,16852,2,680349,0,5,420,17935,0,10996,7451,181526
0,59,15160,3,626597,0,0,322,44500,0,10980,6272,416655
0,0,25261,4,1069384,0,0,1356,45433,0,4914,12158,261375
0,0,21942,0,763574,0,2,551,58657,0,6309,10678,153468
0,0,15354,0,235153,0,67,228,15694,0,1876,6103,76764
0,0,17897,1,514492,0,2,378,58695,0,9038,6312,144069
0,197,15930,5,366873,0,0,344,40212,0,2724,5482,318365
0,0,16632,3,593875,0,0,371,18703,0,8585,7236,156042
0,0,13111,3,575518,0,0,252,11921,0,9206,4399,141414
0,0,18198,1,735618,0,28,331,16589,0,10312,6066,219426
2,0,18758,0,650708,0,0,303,16444,0,3677,6379,176630
0,0,10679,1,389455,0,3,288,9954,0,8693,5058,129003
0,0,14898,0,432244,0,1,777,19799,0,5463,6986,131372
0,93,15629,3,467815,0,0,518,13207,0,7302,6800,297248
0,0,12178,1,571643,0,0,349,9117,0,1820,5097,156692
0,0,16534,4,539050,0,0,776,12206,0,2489,8427,218825
0,89,18914,3,510552,0,0,544,12504,0,1827,9605,356138
2,0,19734,5,552280,0,0,1118,17819,0,2186,8679,329337
0,0,23582,5,711767,0,0,786,30061,0,2213,9430,354778
0,162,15995,4,628757,0,0,955,32223,0,1952,6146,339826
0,121,22452,5,828963,0,0,1039,51209,0,2535,7476,385058
0,72,45774,30,1215284,0,0,1590,87169,0,5228,15456,671909
0,0,20339,4,615844,0,0,551,50077,0,2488,8121,410388
0,0,24614,10,922537,0,0,670,34910,0,2448,9365,460445
0,73,25741,15,631653,0,0,1034,44143,0,330,11093,404320
0,59,23267,24,591572,0,0,1843,238126,0,349,8426,442423
0,0,25223,4,652406,0,1,1386,57050,0,2708,13421,336412
0,31,11360,3,337866,0,0,422,20692,0,1210,5880,240025
0,0,19342,6,605738,0,0,1407,39481,0,1530,9721,199902
0,0,24993,7,598800,0,3,280,22477,0,2574,10362,180298
0,0,24810,1,593666,0,1,704,30662,0,2285,10730,194919
0,0,14167,1,383903,0,0,686,15984,0,1707,6577,115689
0,0,9722,0,289280,0,7,391,9294,0,1139,5350,119413
0,0,20019,10,384667,0,0,902,19205,0,1791,10892,321811
0,0,29440,2,614507,0,0,974,16298,0,2488,14624,246410
0,121,36606,15,710583,0,0,581,10743,0,3240,18175,557097
0,96,16909,5,307340,0,0,680,21747,0,1959,7542,277707
0,0,14734,1,386952,0,0,142,15911,0,1418,6070,146884
0,107,23860,3,449707,0,0,328,35226,0,2461,10404,363938
0,0,29143,2,804936,0,3,918,29092,0,3844,14146,288518
0,0,20124,1,597952,0,0,208,34727,0,2678,9008,202818
0,0,17041,2,480443,0,0,499,19105,0,2269,6832,218398
0,0,11016,1,336325,0,0,436,9007,0,1168,6024,167597
0,69,9441,4,266098,0,0,87,17121,0,1332,4924,246120
0,0,12457,1,465157,0,0,131,15333,0,2126,5486,159217
0,68,11293,4,342006,0,0,438,9691,0,1115,4743,232186
0,0,28849,9,529367,0,0,488,14093,0,3784,8811,505221
0,43,13636,9,422015,0,0,478,9899,0,83,6755,393789
2,76,9576,4,319698,0,0,345,31749,0,1812,4643,308662
0,151,17370,10,342584,0,0,1109,104293,0,1381,8578,345058
1,65,17869,5,428669,0,0,1399,54413,0,2934,8125,693066
0,0,14632,3,343606,0,0,485,24481,0,2101,6127,277060
0,49,9418,5,271826,0,0,159,16358,0,1758,4518,256274
0,85,15656,8,385946,0,0,538,22673,0,2606,8310,320005
0,46,33326,13,658926,0,0,290,14848,0,8314,14218,673773
0,273,39292,14,684132,0,0,1381,32096,0,5815,20303,694654
0,52,14129,14,368960,0,0,619,16803,0,2343,6950,303846
0,0,13357,3,433939,0,1,656,17176,0,1936,7232,177913
0,0,14218,3,456126,0,0,616,18951,0,1720,7205,217931
0,0,13307,1,521737,0,1,322,26607,0,2716,6178,182179
0,0,8225,4,260465,0,0,416,10701,0,1804,5322,260687
0,175,8038,3,287158,0,0,187,5327,0,1222,5400,284168
0,189,13591,5,282503,0,0,450,11795,0,1903,7060,252570
0,125,15987,11,400800,0,0,451,19832,0,1547,7825,259827
0,66,12020,7,346211,0,0,435,14569,0,18952,6222,235200
2,24,15500,8,459184,0,0,256,11300,0,28726,8570,419505
0,104,9931,0,263714,0,0,543,7673,0,29585,5707,216417
0,18,7216,1,353640,0,52,237,24047,0,18745,5544,193875
0,66,7948,2,358252,0,0,119,12132,0,37803,3963,299058
0,0,12694,8,367101,0,0,384,11630,0,17784,7369,314028
0,93,16209,7,494241,0,0,621,19062,0,4662,12182,352545
0,63,3107,0,91502,0,3,200,3031,0,656,2559,49927
0,60,9861,2,524467,0,0,497,9618,0,1063,5757,393302
0,115,10743,4,526507,0,1,293,12858,0,1580,6021,444376
0,163,12735,9,606942,0,0,337,21895,0,1689,5845,466899
4,39,12719,4,496760,0,0,294,17381,0,1997,5492,389009
0,52,7711,7,341326,0,0,352,10300,0,1222,3830,305443
0,34,10837,3,415569,0,0,720,19494,0,1809,5619,349289
0,122,16966,23,698731,0,0,753,15902,0,2050,7588,520366
0,89,22720,20,722542,0,0,684,38627,0,1956,10575,490752
0,93,17731,11,585484,0,0,773,20812,0,2226,9771,429783
0,165,14893,1,505273,0,0,690,22486,0,1623,8078,363294
0,108,13329,4,553270,0,0,539,16981,0,1734,6703,321872
0,82,14485,4,522785,0,3,600,14421,0,2951,9109,344953
0,65,13349,7,611419,0,0,254,23594,0,3145,6176,389974
0,227,12132,5,594532,0,0,529,21642,0,3430,5106,410204
0,43,11772,4,533178,0,0,303,33681,0,4019,5385,356617
0,25,8038,4,501141,0,0,297,24865,0,2890,4081,407461
0,31,7498,3,432041,0,0,510,49048,0,5651,4506,316073
0,69,6126,1,376769,0,0,244,14661,0,2326,3081,235519
0,143,8114,7,454512,0,0,143,9722,0,1920,3733,254566
0,114,17579,1,668882,0,0,874,19120,0,3109,8663,360753
0,0,18195,4,630757,0,0,427,21494,0,3405,6921,352301
0,29,11236,9,485136,0,0,534,19979,0,4601,5960,302867
0,21,3866,2,49780,0,0,335,4247,0,1206,2912,36644
0,37,6497,2,355204,0,0,208,12020,0,2544,3439,225500
0,41,10232,8,552066,0,0,367,22041,0,2703,4346,272790
0,35,11083,5,527800,0,0,153,18909,0,2475,5947,278088
0,72,10500,11,572867,0,0,262,17426,0,2534,4592,318448
0,54,6607,9,233202,0,0,292,8481,0,1171,4572,254577
0,59,7759,4,465295,0,0,135,16563,0,1847,4973,243875
0,39,4859,1,274606,0,0,142,12921,0,1243,3404,181039
0,22,2007,1,119045,0,7,36,5034,0,2361,1309,77365
0,50,5107,2,271580,0,0,191,9111,0,1039,3493,163445
0,57,5318,1,316884,0,0,84,19354,0,1748,3134,222181
0,17,7304,5,521327,0,0,303,8005,0,1815,4581,331120
0,39,5145,0,416233,0,1,132,12524,0,2310,3898,236692
0,42,8784,9,482215,0,0,103,7415,0,1912,5126,310824
4,62,8717,2,360036,0,2,252,7207,0,1652,6331,257644
0,0,5025,3,306037,0,0,207,15369,0,1721,2478,209444
0,31,4629,0,333959,0,0,86,21173,0,2049,3026,283423
0,0,4699,0,318819,0,0,236,7531,0,901,3695,204229
0,66,7167,4,403615,0,0,378,31752,0,1653,4717,237431
0,91,3580,0,283522,0,0,76,6506,0,1263,2309,152784
0,69,6144,0,338443,0,0,226,11065,0,1010,4960,134454
0,67,17089,1,507854,0,0,93,9692,0,5818,9383,298298
0,33,13774,6,420366,0,0,151,19432,0,3171,6306,220934
0,0,6599,0,265229,0,4,105,13822,0,2015,4377,238428
0,115,10717,10,199682,0,0,153,10341,0,1842,8650,388200
0,91,22948,7,513269,0,0,173,10706,0,3866,15136,335707
0,78,8968,4,436495,0,0,106,12935,0,17198,5239,260728
0,32,10827,12,438709,0,0,116,9510,0,6202,5238,278542
0,75,10008,4,378630,0,0,562,10726,0,2306,6103,236159
0,22,1970,0,87153,0,23,83,1909,0,360,1328,73938
0,0,4749,0,191249,0,12,78,2514,0,878,3224,104918
0,37,11255,12,528105,0,0,73,6628,0,4514,4727,332734
0,70,9190,4,389318,0,0,103,6109,0,3164,5624,249881
0,52,12755,7,418077,0,0,107,6052,0,9660,8621,303889
0,262,13582,5,491495,0,0,345,8809,0,2285,7497,224287
0,88,18228,6,744430,0,0,185,10321,0,4844,10738,299259
0,85,20401,6,805434,0,0,864,25897,0,5231,9660,297827
0,27,8950,4,398666,0,7,109,5224,0,1838,4647,178329
0,34,8315,0,386540,0,6,168,13259,0,1767,4032,192348
1,32,8825,4,476699,0,0,84,7868,0,1917,3544,184118
0,48,11941,5,618119,0,0,171,22137,0,2531,4726,254555
0,0,9074,2,490723,0,0,434,20766,0,2093,3749,179572
0,68,6104,1,386236,0,0,133,6711,0,2114,3041,179180
0,0,11597,5,566575,0,0,365,21433,0,1444,4702,191594
0,59,9173,3,435902,0,0,80,9941,0,1265,4438,179885
0,0,14276,3,690904,0,0,476,14972,0,2448,6952,244914
2,41,8939,7,482125,0,0,185,13124,0,2577,5237,184674
0,76,7859,2,359399,0,0,148,7206,0,1643,4273,158029
0,24,7130,3,449946,0,0,81,7859,0,1595,2755,208408
0,24,10512,4,582958,0,0,139,17894,0,2470,5003,245717
0,0,17367,4,736276,0,0,466,14686,0,25116,8736,252969
0,126,12717,9,704467,0,0,387,24945,0,11360,6111,201819
0,0,9531,5,493192,0,0,281,17005,0,7446,5309,187333
2,50,20654,7,989361,0,5,705,26621,0,16579,8917,372301
0,124,9870,0,488092,0,3,162,21320,0,17201,5996,274162
0,147,19693,10,690134,0,0,1078,50863,0,27398,8488,312226
0,89,15448,2,536926,0,0,371,15578,0,8006,7045,222824
0,75,11998,7,591253,0,0,167,13522,0,11478,5707,213148
0,107,13145,8,723180,0,0,256,29553,0,15606,5122,345602
0,51,13518,9,830396,0,0,148,52369,0,34256,5354,324729
0,78,11620,6,593735,0,0,365,22432,0,11903,5683,304437
0,45,8019,3,495509,0,0,112,13303,0,1114,3945,232591
0,47,6795,3,485350,0,0,145,46656,0,1748,3285,200858
0,91,12061,7,634378,0,0,384,39279,0,2267,6103,281273
0,158,13440,5,634656,0,0,453,36247,0,2867,5953,315034
0,34,12155,3,635438,0,0,173,32552,0,2870,5119,328918
0,195,14314,3,586548,0,0,91,30978,0,2069,6855,226293
0,109,21611,12,866489,0,0,225,30422,0,3158,8839,413294
2,31,19507,14,985567,0,0,413,43376,0,2618,7729,375141
0,47,10164,3,703169,0,0,127,25436,0,2121,4214,275859
0,274,30464,15,1350394,0,0,390,51359,0,5066,13439,562729
0,54,24552,10,1419068,0,0,316,44113,0,4176,10023,524543
0,0,18458,7,885167,0,0,533,26571,0,10784,7487,317293
0,83,13898,1,921988,0,0,191,22630,0,4590,5725,354374
0,50,15241,10,972985,0,0,249,23825,0,2968,6945,392866
0,151,10997,5,718490,0,0,86,14232,0,1451,4374,238100
0,235,14718,3,830582,0,0,280,25049,0,2036,6218,250345
0,294,13184,1,822982,0,0,266,27441,0,1988,6060,276699
0,270,16216,4,750736,0,0,376,50011,0,1566,7954,290887
0,252,29833,7,1074648,0,0,1814,73853,0,1757,13957,432261
0,17,13679,2,702916,0,0,153,14015,0,836,6132,239408
0,317,18764,4,943676,0,0,235,18664,0,1652,8973,349742
0,51,16140,3,837184,0,0,277,56647,0,1935,6924,318653
0,24,20837,5,918325,0,0,153,28150,0,1760,10842,449601
0,170,21372,7,990871,0,0,220,39698,0,2453,9988,451856
0,259,21260,3,1072359,0,0,565,42967,0,2828,11407,476336
0,109,30494,12,1680243,0,0,107,19434,0,3039,15691,728407
0,400,20058,5,915172,0,0,460,55953,0,4697,7679,454765
0,128,11648,10,867823,0,0,224,38186,0,3025,6173,408148
0,322,14110,10,779895,0,0,221,21104,0,2369,6314,463152
0,226,12160,9,983146,0,0,115,31314,0,3478,6151,458064
0,49,8861,10,789789,0,0,90,26379,0,2946,4398,307228
0,420,17855,10,898601,0,0,182,27364,0,4518,7516,368017
0,286,13375,7,653381,0,0,142,19305,0,3864,5843,266141
0,305,11507,6,414828,0,1,57,3139,0,1451,5636,202419
0,117,12850,1,661638,0,0,121,13756,0,1451,7092,313567
0,86,16029,6,786866,0,0,91,15989,0,2304,6968,401255
0,100,21028,4,951173,0,0,245,34560,0,1458,10836,434807
0,514,34954,6,1000729,0,0,2970,61046,0,541,21179,471300
0,101,18553,5,797766,0,1,340,12008,0,526,10611,327982
0,209,17963,2,823444,0,8,307,19685,0,180,9562,353735
0,92,21970,2,794499,0,3,953,39419,0,1039,13896,334225
0,218,19410,2,779172,0,8,334,32529,0,667,10306,346049
0,391,18199,2,726044,0,3,345,39777,0,225,10806,330160
0,134,27032,2,1161686,0,2,387,35615,0,783,17000,496524
0,68,12684,2,863638,0,4,378,34115,0,315,7935,361884
0,54,19547,1,1179999,0,5,360,26838,0,322,11367,557925
0,33,15941,1,1297898,0,3,201,24526,0,394,8460,508659
0,43,10887,3,905768,0,0,222,24557,0,161,5358,461351
0,122,10202,2,639458,0,0,218,24422,0,245,5052,310483
0,32,19981,7,706900,0,0,410,29768,0,1566,8606,485876
0,360,7381,1,616220,0,0,225,29825,0,100,4272,415031
0,50,10332,6,518123,0,0,330,29931,0,64,6224,300504
0,119,8189,0,517309,0,2,383,30611,0,172,5524,290301
2,365,9020,1,445041,0,0,373,22894,0,168,5883,202484
0,34,9157,1,572267,0,0,341,24300,0,214,6134,337804
0,611,20464,3,821016,0,8,323,20954,0,447,12834,366100
0,23,9608,3,730466,0,0,385,57139,0,46,5627,482423
0,82,20602,9,783288,0,0,1054,28480,0,167,13036,481223
0,370,10362,2,564860,0,3,247,10991,0,42,7917,254138
0,283,11055,2,508684,0,0,220,22482,0,9,6500,258496
0,146,10949,5,561438,0,4,68,15016,0,147,7023,217400
0,66,17024,1,678832,0,11,267,23109,0,433,9969,305082
2,543,21975,22,766274,0,0,462,29449,0,409,14072,491123
0,551,15690,4,455140,0,0,362,13742,0,1026,9020,293992
0,235,17448,2,727052,0,10,377,131166,0,1742,10372,340253
0,151,26010,9,720847,0,0,472,44792,0,447,16711,494840
0,410,16868,5,626224,0,0,434,44071,0,955,10187,425969
0,111,17556,9,632011,0,0,186,59377,0,621,9009,479539
0,32,13595,8,668828,0,0,227,24984,0,402,7524,543330
0,105,17443,8,985693,0,3,79,31131,0,405,9875,470063
0,108,41458,55,1357845,0,0,297,30638,0,5628,21699,1538954
0,68,19752,18,624096,0,0,785,92112,0,3124,9177,471960
0,44,11874,17,607096,0,0,293,60513,0,3156,7290,521075
0,661,26473,37,768988,0,0,902,35325,0,4265,14440,545823
0,706,27392,24,712008,0,0,472,89059,0,2356,12386,552948
