T1,T2,T3,T4,Q1,Q2,Q3,P1,P1Q,P2,P2Q,P3,P3Q
0,564,20862,18,750886,0,0,506,57651,0,435,9114,575156
0,127,42052,27,869586,0,0,458,43454,0,714,17995,731481
0,61,35949,17,781188,0,3,299,13285,0,2050,16058,522995
2,66,12798,1,596685,0,1,270,33917,0,270,7647,313264
0,393,13683,11,390888,0,0,303,46784,0,316,9391,305550
0,362,16938,13,691672,0,0,580,44565,0,290,10296,850680
0,378,15689,5,405494,0,0,1100,156420,0,718,10281,440204
0,56,13281,13,445269,0,0,260,33250,0,1022,8762,388512
0,426,19261,2,945502,0,1,785,52529,0,1344,12998,432555
0,303,18642,3,944722,0,1,364,39271,0,2184,12558,421586
0,0,21850,1,895837,0,5,795,73148,0,1330,15520,233733
0,31,11051,6,349155,0,0,357,46763,0,1427,7694,321844
0,0,10761,2,948660,0,0,244,35759,0,112,6384,264948
0,0,10677,2,779889,0,0,251,41817,0,147,6746,215996
0,0,31263,7,1130270,0,4,378,31127,0,1225,17847,397966
0,0,44573,24,967425,0,0,2188,93912,0,1044,24918,779909
0,0,35907,11,1301815,0,0,843,53814,0,491,22269,530192
0,97,42027,18,867209,0,0,1643,89296,0,619,20301,698054
0,237,17878,17,577366,0,0,768,71087,0,1196,10837,467631
0,190,28482,27,952222,0,0,1064,61916,0,3611,13673,925284
0,480,18969,9,620577,0,0,491,63594,0,1127,11416,620064
0,147,22157,1,852958,0,2,758,80631,0,243,13602,458734
0,0,10795,2,670436,0,2,270,15717,0,485,6271,206801
0,0,11144,3,804303,0,2,334,31903,0,140,6158,256454
0,0,8074,1,344243,0,3,179,43533,0,364,5004,122090
2,8,19983,16,417241,0,0,1466,123653,0,360,15738,643067
0,142,13750,3,415800,0,0,532,42789,0,366,7443,351817
0,78,8193,4,383909,0,0,133,35509,0,481,5591,332100
0,94,17551,12,458605,0,0,443,39146,0,788,11810,429712
0,391,14660,8,586117,0,0,718,62424,0,193,9702,524044
0,109,9120,6,405671,0,0,252,36013,0,263,3971,325521
0,129,6823,10,334876,0,0,207,41362,0,379,4653,307848
0,96,5683,4,271343,0,0,172,42074,0,75,2796,249065
0,67,10773,19,459513,0,0,479,89996,0,69,5759,413726
0,135,13564,6,465590,0,0,491,44607,0,202,8379,462451
0,465,13617,1,560684,0,0,335,27683,0,53,7785,319354
0,88,7754,4,256702,0,0,202,27774,0,232,4241,293745
0,101,8525,2,242513,0,0,164,24613,0,663,5093,272898
0,155,14145,8,455975,0,0,357,37595,0,493,8851,539669
0,60,11890,11,442767,0,0,253,44699,0,1040,6350,505277
0,174,12030,8,394508,0,0,413,25507,0,1386,6420,408844
0,337,10716,9,358374,0,0,217,18847,0,1774,6118,310879
0,202,6691,2,292949,0,0,233,28403,0,955,4128,296934
0,328,19103,9,541307,0,1,474,63259,0,3993,11884,656704
1,479,22934,14,571809,0,1,306,20749,0,3086,12075,583092
0,87,16957,6,436739,0,0,1913,101304,0,1685,7674,376526
0,453,11648,3,281757,0,0,279,27085,0,1508,6792,277446
0,316,7390,0,357537,0,1,323,23391,0,893,3909,173282
0,220,11898,7,502336,0,0,310,31599,0,1011,6235,441843
0,98,10644,6,523598,0,0,272,32164,0,1540,7626,578008
0,0,5999,7,368763,0,0,293,21078,0,1206,4078,392763
0,156,10166,2,358300,0,10,381,29447,0,575,7606,229863
0,545,16631,7,497928,0,0,612,49753,0,912,8990,507426
0,362,9577,1,487886,0,0,250,16546,0,503,5347,471522
0,430,19599,2,1137373,0,2,1226,90371,0,1323,13267,694769
0,181,16723,3,802070,0,3,465,38394,0,1969,11566,488855
0,254,16330,4,623109,0,0,396,35573,0,931,11536,711058
2,416,15752,6,589710,0,0,598,39303,0,689,10487,669428
0,0,23322,1,1329986,0,14,847,32680,0,2572,15350,686266
0,254,13201,5,754832,0,4,703,47925,0,1496,9532,435032
0,338,31621,11,988941,0,0,415,39649,0,1839,20645,1091818
0,147,10424,0,465440,0,0,361,37705,0,1146,6196,442236
0,283,16751,11,624914,0,0,601,43182,0,1215,9355,658976
0,271,15712,15,595447,0,0,348,43278,0,1080,8915,629939
0,326,12290,10,588211,0,0,613,51089,0,1397,5537,546814
0,161,18858,11,943657,0,0,178,32257,0,1952,10046,926136
0,357,19297,13,738104,0,0,405,10710,0,2391,10914,746486
0,154,7675,5,431180,0,0,174,28542,0,748,4981,515935
0,393,19911,11,668679,0,0,371,72541,0,1174,10922,744336
0,294,14058,7,662522,0,0,1624,83348,0,1373,8145,808011
0,76,9606,8,441442,0,0,251,30163,0,1275,6000,556552
0,370,13454,6,603023,0,0,158,28953,0,1164,8904,734760
0,213,16270,4,626775,0,0,237,29508,0,2755,8431,685776
0,91,10855,5,488995,0,0,384,24498,0,616,6277,592182
2,0,8507,4,400727,0,0,980,36671,0,1067,5616,490326
0,209,13531,0,932231,0,4,604,51691,0,1936,9539,510728
2,332,12778,2,669425,0,6,227,32868,0,997,8437,407357
0,318,37947,12,1010926,0,12,496,36841,0,13762,19215,1155051
0,231,21328,9,631599,0,0,363,49520,0,1444,11897,737218
0,214,13702,3,486668,0,0,336,38649,0,673,7777,649404
0,229,14950,19,293884,0,0,334,26019,0,862,10174,758311
1,216,19119,1,515957,0,0,303,27335,0,593,11997,532620
0,132,12759,0,738451,0,5,352,31503,0,708,7993,416882
0,150,7437,5,335552,0,0,298,31654,0,2114,5406,395787
2,103,7830,2,507897,0,0,144,26278,0,586,5360,250903
0,90,14474,10,589311,0,0,269,28111,0,889,6925,561880
0,151,12078,5,527422,0,1,238,21004,0,5161,7686,579992
0,20,11696,5,401373,0,0,236,50573,0,320,5993,531404
0,180,13074,10,798072,0,1,103,22623,0,4065,7192,855110
0,52,9883,3,536962,0,0,163,21772,0,2023,5008,584888
0,161,9955,5,459008,0,0,179,17326,0,1632,4813,579607
0,0,11593,7,780333,0,0,207,22331,0,2986,5849,819946
0,179,12945,4,687504,0,0,142,28723,0,3614,7415,899728
0,102,16312,6,644739,0,0,233,16726,0,4940,8939,819328
0,100,12898,4,580724,0,0,276,29417,0,2159,7745,797468
0,80,7088,0,264846,0,0,79,5648,0,2282,5176,152713
1,337,14066,6,617231,0,0,392,27479,0,4484,8418,833008
0,411,23793,7,672668,0,0,183,22738,0,2300,13432,830093
0,27,18233,3,405191,0,0,710,31819,0,4800,10681,527390
0,175,15087,2,528338,0,17,407,14622,0,3514,9966,315088
0,23,10476,0,310180,0,0,300,23626,0,3316,6379,395824
0,266,15379,3,523756,0,0,651,72636,0,4849,9003,599455
0,64,14666,0,402299,0,0,308,25029,0,2341,9862,508954
0,43,12943,3,407760,0,0,339,25319,0,3923,6663,439410
0,64,7798,2,257953,0,0,139,20133,0,2762,4485,327221
0,69,9283,3,254564,0,0,234,13449,0,5185,5970,342213
0,51,10584,4,443338,0,0,97,22233,0,3758,5586,462255
0,0,17176,6,629738,0,5,355,28486,0,9208,9196,656683
0,0,17868,11,714617,0,0,807,33339,0,6011,7999,729537
0,384,19928,1,607176,0,2,250,22106,0,4673,10506,596827
0,71,7810,0,262624,0,0,190,18011,0,2391,3657,311033
0,171,12334,0,394179,0,0,350,22064,0,6210,6371,406467
0,69,9496,0,411968,0,0,190,33581,0,4785,5696,433927
0,192,11686,4,647977,0,0,484,68173,0,5770,7892,655853
2,314,21621,8,640868,0,0,1467,89792,0,5641,11793,685616
0,30,5002,0,62503,0,0,219,4726,0,896,4148,164070
0,78,7503,3,414112,0,0,226,19317,0,5505,4244,447035
0,77,9970,3,448723,0,0,204,24221,0,2705,5106,478616
0,265,16428,11,753291,0,0,251,30367,0,7598,7366,651293
0,0,11366,3,411338,0,0,218,30606,0,3734,6338,343531
0,135,10506,3,636630,0,0,125,20510,0,2760,4975,552131
0,99,10186,2,552441,0,0,202,17937,0,4361,4937,511626
0,333,23430,8,972844,0,0,285,31470,0,8913,9745,769583
0,42,15356,11,734336,0,0,231,21628,0,7261,6685,646658
0,345,10852,5,514213,0,0,266,24902,0,2282,4806,470358
0,66,6743,5,397913,0,0,103,19214,0,2988,3198,423679
0,0,10204,5,510459,0,0,243,37201,0,1785,6482,563646
0,31,10072,12,520480,0,0,64,24790,0,1542,5710,532342
0,62,8183,1,200575,0,18,59,8763,0,2343,5486,200353
0,166,11570,12,595420,0,1,112,4736,0,2463,6559,673014
0,226,8887,5,495205,0,0,208,22840,0,1898,6471,573653
4,234,14168,3,691368,0,0,391,43574,0,2476,8510,691269
0,71,10472,6,621229,0,0,677,51751,0,3563,7234,702868
0,229,12626,21,608173,0,0,1015,92450,0,67,7659,634488
0,241,11225,8,475013,0,0,214,15343,0,1742,6556,487010
0,181,13644,3,544515,0,0,379,22024,0,1731,8993,517698
0,95,15636,6,816638,0,0,440,18180,0,2554,6604,702202
0,79,13091,3,811537,0,0,357,37522,0,3154,6566,681060
0,254,11718,10,642531,0,0,385,22962,0,1849,5760,570198
0,59,10991,2,484055,0,0,90,16143,0,1726,8175,528365
2,64,11212,5,470322,0,0,194,25603,0,1842,6505,505003
2,0,24960,30,1388045,0,12,381,19246,0,11194,13235,1129237
0,93,13060,7,753005,0,1,358,32921,0,2971,7588,720687
0,285,19011,7,768584,0,0,960,29824,0,2698,12374,542531
0,84,10439,4,579495,0,3,265,25324,0,3204,6881,236757
0,338,7715,6,136951,0,27,87,18268,0,666,6499,216977
0,217,6892,1,298514,0,12,243,4596,0,860,5594,167051
0,183,8890,6,308483,0,0,198,15582,0,516,5936,274566
0,341,9039,4,302676,0,0,114,11563,0,26,5800,227110
0,95,14463,4,614455,0,12,142,9874,0,146,9320,251249
0,1308,13908,12,550720,0,0,132,14376,0,2499,10530,424797
0,621,8114,2,426236,0,0,119,17077,0,4928,4244,378860
0,1349,11959,1,478649,0,0,112,14569,0,2136,7732,427775
0,759,8892,3,384304,0,0,215,14850,0,1126,5354,323094
0,1308,14461,11,671608,0,0,294,37184,0,4630,8570,565516
0,1518,15015,5,735478,0,0,185,43458,0,2481,10602,614841
0,1645,22638,11,687271,0,0,1144,118514,0,1722,15266,529518
0,1967,18294,5,537225,0,0,670,22570,0,1780,11458,438738
0,1558,17971,8,576112,0,0,575,33776,0,2064,9689,460386
0,1698,15627,3,582388,0,0,915,46663,0,1933,9475,464648
0,1277,12362,4,462244,0,0,202,30469,0,1361,7597,350805
0,1799,16785,5,459617,0,0,85,25174,0,2018,11017,327359
0,1515,9817,5,253879,0,0,363,10290,0,1289,7821,436275
0,952,9866,1,437481,0,0,266,25512,0,1286,6478,363294
0,1984,20547,12,455770,0,0,162,34664,0,3119,18037,674156
2,1887,20556,12,924288,0,0,378,44239,0,3238,16514,826913
0,1920,18670,6,827739,0,0,370,32078,0,2893,12829,723807
0,1200,12208,3,543084,0,0,381,41699,0,2223,8318,447405
0,2408,26848,14,1088122,0,0,564,68140,0,7671,14536,946648
0,1261,11230,3,551111,0,0,342,53039,0,3016,8672,447767
0,2667,22311,8,546361,0,0,483,55645,0,4336,17600,968076
0,4099,29911,29,668781,0,0,674,16027,0,3880,26181,1273840
0,3063,18079,5,459089,0,0,423,30903,0,2475,13199,769473
0,1773,19155,6,673285,0,0,928,47842,0,2771,13863,537901
0,1440,10418,1,472114,0,0,465,53080,0,1650,6841,377454
0,1550,15691,1,622443,0,0,880,86672,0,2301,10827,453443
0,1203,7312,2,457652,0,0,96,22321,0,1541,5197,341845
0,1303,12508,5,672600,0,0,277,49643,0,1669,10009,541148
0,1543,11912,1,559245,0,0,129,20107,0,1668,11341,493665
2,1013,9523,1,564169,0,0,243,35290,0,4243,7659,500061
201,973,8298,6,446884,0,0,482,24050,0,3227,7870,397062
0,1564,10969,2,528268,0,20,175,22617,0,2188,8633,226469
0,2116,11296,1,919331,0,14,128,23611,0,4380,10088,425982
0,1704,10427,3,378681,0,1,188,38675,0,2792,8595,747855
2,2157,8657,3,281453,0,1,178,19950,0,2214,7450,569457
0,1426,5628,2,269329,0,0,128,20021,0,2539,5528,593298
0,2321,9430,2,285906,0,0,198,14798,0,2761,9313,588878
0,1844,13609,4,731331,0,26,155,22389,0,4251,11909,263243
0,1793,9533,3,371423,0,1,497,22942,0,5727,9501,703709
0,1817,16481,0,836745,0,29,267,31676,0,10166,13625,337178
1,3791,18865,6,785408,0,9,534,29807,0,12478,15928,545099
0,2435,13697,2,267117,0,0,557,33110,0,1657,13112,563575
0,1671,8841,0,296667,0,0,337,31903,0,2683,8065,585235
0,2673,11968,1,541230,0,8,282,42620,0,2363,12168,244574
0,1845,12815,1,564559,0,0,1521,86351,0,3903,11657,665083
0,1276,6757,4,268856,0,0,93,21778,0,2518,6632,457804
0,1483,6160,0,288522,0,0,307,25853,0,2926,6553,649193
0,1941,11708,5,339118,0,0,212,26350,0,3405,9024,682722
0,2021,20975,6,705349,0,0,499,31323,0,7671,17269,848269
0,1652,16477,4,1078695,0,2,393,43720,0,6451,12419,457350
0,1794,10408,6,324715,0,0,615,23771,0,1804,8903,634849
0,852,8488,2,320194,0,0,410,39292,0,2670,6826,422471
0,2549,25148,10,899236,0,1,285,37336,0,18295,16396,834312
0,1662,9868,2,516585,0,2,184,41462,0,8819,8221,531473
0,1841,15233,2,593343,0,0,129,20352,0,4801,12131,584157
0,2295,12989,0,470287,0,0,99,25435,0,5492,11837,817964
0,1681,8906,1,386994,0,0,251,28474,0,5417,8057,622473
0,1693,12783,3,547956,0,0,406,27634,0,4432,10986,531283
0,2014,21637,7,644303,0,0,292,34908,0,8834,15329,641122
0,1777,10545,3,269879,0,1,151,26981,0,4218,9739,487635
0,2115,15241,5,418276,0,0,292,23058,0,7546,11316,364728
0,3021,13702,3,251077,0,0,297,22024,0,4059,12764,394429
0,2071,12922,1,260635,0,0,335,29736,0,1593,11684,383648
0,1479,8666,1,238371,0,1,207,32814,0,2682,7726,263385
0,2164,17156,1,690416,0,0,533,81051,0,4797,14053,463015
0,1940,14023,1,517310,0,11,105,12425,0,3487,12713,290067
0,1143,8403,0,466619,0,0,91,20929,0,3417,7472,383857
0,1299,11125,3,533456,0,0,162,15284,0,6963,8421,371391
0,1648,21538,1,876276,0,2,364,35046,0,8119,17987,328262
0,2222,16807,3,475055,0,2,520,40382,0,6691,15528,617058
0,1697,7094,3,292167,0,0,236,24723,0,3249,6581,489722
0,2567,13890,3,480944,0,0,224,24500,0,7909,14148,676412
0,1432,9345,3,419374,0,0,413,25991,0,4072,9031,492573
0,2393,14694,4,344835,0,1,217,22284,0,5727,11741,470552
0,1175,7263,0,226465,0,0,98,9983,0,1768,5666,141975
0,1713,10120,0,327903,0,2,142,17407,0,2896,9913,309400
0,1973,10018,3,276858,0,1,267,19903,0,3902,9375,394778
0,1513,13260,3,666098,0,152,167,28925,0,4842,9391,317276
0,1673,12513,3,569668,0,174,233,20728,0,5080,9354,240095
0,1642,14639,3,792797,0,146,219,25154,0,4190,11659,385808
0,1317,8781,5,608374,0,149,426,36063,0,3765,8455,299276
0,1750,12642,6,610293,0,0,512,64243,0,11077,9803,420837
2,3659,18740,3,363068,0,0,195,12317,0,6361,17493,522284
0,3130,24101,16,637194,0,0,1695,106618,0,8842,16119,799651
1,2046,10819,2,250359,0,0,103,14943,0,3502,9593,403262
0,1279,12551,3,733369,0,0,129,30735,0,4716,10456,303715
0,1694,17344,15,1068420,0,1,77,29631,0,7487,12637,540793
0,2191,21061,8,975863,0,0,174,50975,0,6462,16711,462000
0,1438,10404,4,749805,0,0,160,30066,0,5059,8765,413008
0,1826,8161,3,272356,0,0,73,11074,0,3568,7522,465915
0,2075,8122,1,299133,0,0,310,41900,0,3960,7681,479880
0,2197,17351,3,758499,0,0,431,38844,0,3999,14378,393579
2,2771,22365,5,1106954,0,1,602,71742,0,9898,18156,528633
0,1370,9855,3,531414,0,0,208,38591,0,5280,7471,406434
0,2298,14412,4,579788,0,0,157,21241,0,4681,12171,268897
0,1534,13474,1,803965,0,0,90,46079,0,3337,11212,446359
2,2352,14638,6,611509,0,0,205,37942,0,2495,11827,404819
0,2498,10669,1,536994,0,0,199,36135,0,2379,9788,295749
0,1046,7025,2,297445,0,0,171,11611,0,1384,6015,192811
0,2008,11129,3,249654,0,22,360,27179,0,2492,8002,326473
0,2773,18409,12,628293,0,0,479,35237,0,2935,12642,405096
0,2482,21132,5,677187,0,0,181,31903,0,3009,16235,423215
0,1895,11747,5,602743,0,1,388,38596,0,584,10287,352071
2,3266,19818,5,383546,0,2,294,17840,0,312,15268,486598
0,2859,19357,6,366009,0,9,267,34436,0,1863,17914,502830
0,2298,9667,5,345903,0,2,302,43439,0,1835,10026,509040
0,2270,11097,4,422399,0,4,872,136669,0,3416,10232,689434
0,1597,14455,9,533401,0,0,749,125325,0,2301,11471,348565
0,1407,10389,0,434466,0,0,151,21063,0,1875,8926,287919
0,1573,12477,3,512095,0,0,311,55460,0,2578,10581,313057
0,1836,11641,4,549283,0,0,265,33022,0,2706,8536,345545
0,2750,19268,8,794469,0,0,328,39868,0,3962,14522,495086
0,1408,11685,7,636046,0,0,283,47355,0,3296,9879,307071
0,1065,8983,1,491635,0,0,206,29764,0,1861,7803,340974
0,1822,11560,2,611334,0,0,311,39556,0,1767,10656,312885
0,2439,21979,17,1006604,0,2,296,35815,0,7186,15642,717862
0,3154,30469,8,835487,0,0,285,36135,0,3607,19572,580298
0,1710,13529,2,470296,0,0,465,29341,0,1466,11983,277145
0,1681,10219,0,535783,0,0,289,21501,0,1230,9390,260510
0,1937,18383,6,756992,0,2,432,24688,0,2298,13635,341040
0,1559,11721,0,547255,0,0,320,47276,0,1641,9752,393102
0,1757,12346,1,849846,0,0,273,31674,0,2247,10580,425232
0,1127,10871,8,534529,0,0,100,28953,0,1562,9929,380059
0,1940,10646,0,479226,0,2,231,29729,0,2028,9635,432207
0,2837,11565,4,332617,0,4,171,19034,0,1709,11208,513493
0,2019,16054,0,647062,0,0,483,66901,0,2137,13302,327020
2,1403,9431,5,201358,0,4,796,98676,0,1365,7991,354486
0,1318,8814,2,363093,0,0,388,11602,0,999,8146,207621
0,1250,8999,0,616154,0,0,385,35726,0,1910,8384,343634
0,1505,12154,4,669786,0,0,165,34310,0,2052,10473,461507
0,1829,16749,5,737869,0,0,369,50184,0,2340,12854,533810
0,1481,7913,0,423877,0,0,175,43351,0,1193,8447,400314
0,997,7489,1,332336,0,0,216,23290,0,835,7350,261003
0,1528,18105,6,802973,0,0,186,44121,0,4249,12490,568728
0,1050,8981,3,459962,0,0,143,35275,0,1275,7670,343487
0,2071,21032,7,796862,0,0,682,66160,0,3192,17087,671922
2,1529,11956,2,497795,0,0,222,36606,0,3172,10255,459112
0,1480,10349,1,527154,0,0,325,28601,0,1872,9089,422449
0,1382,8754,1,377470,0,3,228,57283,0,1564,9335,352492
0,961,7236,2,338942,0,0,101,28579,0,778,6558,256758
2,1108,11659,5,413327,0,0,609,42599,0,1729,7968,335397
0,2267,11357,6,289054,0,0,456,39760,0,1356,11744,476160
0,1381,10889,0,422519,0,0,109,23319,0,1625,8795,336964
0,1531,13620,0,485877,0,0,360,37730,0,1920,9101,387581
0,3157,23772,1,1007817,0,1,790,114081,0,3655,18443,398770
0,2867,34445,13,845330,0,0,848,78968,0,3527,24521,594793
2,3301,25815,11,622636,0,0,812,139925,0,4136,20023,910343
0,1358,9148,1,471986,0,0,114,28947,0,1709,7778,381023
0,1829,14139,2,912724,0,0,105,47395,0,3148,12634,430228
2,1494,14487,7,656705,0,0,435,45060,0,2960,11768,514426
0,1912,16573,3,907475,0,0,455,57185,0,3014,14601,413339
12,2289,17723,7,766992,0,0,368,39576,0,3306,13871,577127
0,1171,11240,2,458230,0,0,500,33900,0,1647,9785,335236
0,1352,12530,1,649935,0,0,103,34890,0,2546,10410,286000
0,1545,14140,0,584922,0,1,535,69114,0,2734,13538,257907
0,2107,19460,3,634726,0,0,335,57839,0,4431,12586,406495
0,3752,38663,33,1194839,0,0,754,49669,0,6915,26647,870580
0,2513,14139,5,274456,0,0,408,37750,0,1594,11875,344804
0,1474,10980,5,370110,0,0,270,42402,0,2431,10072,279044
1,1277,12920,5,515760,0,0,194,45502,0,2709,10772,416038
0,1651,14005,3,493537,0,3,122,27281,0,1663,10757,216793
0,1724,22126,26,672321,0,0,145,33498,0,4027,14976,507425
0,1120,12158,2,356974,0,0,267,20476,0,1841,9745,241070
0,1053,11121,0,424572,0,0,122,56951,0,6058,9189,204486
0,1556,13131,3,509653,0,0,363,26478,0,1336,10336,236012
0,2069,17544,10,550062,0,1,628,39396,0,3118,13986,258097
0,1816,14873,3,518338,0,6,155,31570,0,1587,12818,258152
0,2445,17631,3,550085,0,0,681,14754,0,2188,15100,262503
0,2554,12912,3,522445,0,0,297,49804,0,2286,11157,243253
1,2326,21973,7,685745,0,0,534,124235,0,3180,17498,325680
0,1669,13782,7,522858,0,0,696,130453,0,2223,10798,411710
0,1547,19173,3,666581,0,0,375,26276,0,1968,14762,284919
0,1298,7853,5,479231,0,0,171,49381,0,1448,7368,360467
0,1925,17074,2,603483,0,1,294,38448,0,2012,16086,258416
0,2596,21336,7,786317,0,0,178,45319,0,2381,17311,333959
0,3513,18385,10,507943,0,0,860,74855,0,2209,17304,610937
0,1750,9100,2,299109,0,1,276,43304,0,1252,9267,374766
0,1248,17415,4,587413,0,0,310,48445,0,2033,13620,361669
0,2766,29049,20,1030072,0,0,307,68415,0,6555,16707,629506
0,1165,13533,7,559500,0,0,305,66653,0,2198,9984,351311
0,1734,18309,3,600701,0,0,761,40248,0,2672,12183,404758
0,1405,13438,9,594603,0,0,274,48413,0,2506,9647,398183
0,1359,10235,4,487012,0,0,133,31996,0,2422,7554,362590
0,1167,10885,4,482631,0,0,99,32444,0,2063,7873,366168
0,1771,16377,9,849048,0,0,359,41500,0,2841,10862,567756
0,1231,13786,7,756587,0,0,949,90268,0,4128,8741,529078
0,1203,11266,8,544786,0,0,375,52396,0,2022,9032,379495
0,1206,14947,2,721035,0,0,385,41648,0,2218,10669,488680
0,2765,25041,5,947952,0,0,606,52868,0,4098,19656,640953
0,1636,17568,2,789437,0,0,525,97960,0,4070,11445,593772
0,1781,16226,10,638697,0,0,993,136847,0,2884,10888,452659
0,1452,9684,6,627732,0,0,110,33058,0,2858,8995,453708
0,2055,14431,3,886736,0,1,213,57830,0,4441,12896,360007
2,2556,23031,13,1210760,0,0,248,37664,0,6210,16097,824600
0,2375,17432,9,1108575,0,0,356,76588,0,6328,14564,852281
0,1600,13520,9,1039657,0,0,494,68393,0,1823,11674,731497
0,2537,12207,5,258987,0,0,319,15349,0,2009,10824,369724
0,2559,18817,4,908308,0,0,601,74657,0,6209,14742,600317
2,14856,108001,85,2092303,0,5,2354,213973,0,38850,37606,1414735
0,5486,55857,93,1909699,0,0,690,220556,0,23080,19314,1161520
0,4223,20073,11,941401,0,0,292,142572,0,7784,13880,630383
0,2265,16776,9,807560,0,0,221,86276,0,5252,13176,471712
2,2126,15430,7,581064,0,0,1746,90983,0,2658,13166,492856
0,1938,17006,7,645161,0,0,261,84209,0,4094,15022,540040
0,2443,21492,6,759772,0,0,135,67818,0,4404,16163,593998
0,2189,11491,8,871931,0,0,331,85015,0,4219,11478,430998
0,1587,8054,4,498955,0,0,120,52188,0,2040,6269,432977
0,1747,11376,13,486383,0,0,126,58314,0,2468,7697,449196
0,3349,23267,21,812056,0,0,76,36848,0,6852,12865,709056
1,2554,12975,9,517474,0,0,380,81242,0,2954,8993,473527
0,2324,14422,8,630551,0,0,215,57167,0,3630,10340,558864
0,3056,16610,8,392014,0,7,164,47678,0,3346,14937,433754
0,2637,6960,5,388128,0,0,114,49316,0,2330,6978,475379
0,1713,10862,4,344916,0,0,195,68810,0,1685,10170,316605
1,1958,10332,3,614794,0,0,383,81667,0,2822,8702,244097
0,2005,13550,7,465119,0,0,685,127244,0,3461,10804,438936
0,2080,8708,0,425819,0,0,136,15170,0,604,9567,166538
0,1553,3858,0,50319,0,0,128,7296,0,273,3580,88353
0,1972,8300,8,341369,0,0,484,60072,0,2114,7691,287741
0,1642,9430,4,401099,0,0,137,41019,0,2795,6670,352221
0,1476,9938,5,340256,0,0,217,48725,0,2169,6742,300025
2,1366,9466,1,380503,0,0,242,35361,0,1296,7799,165302
0,2486,4907,0,185547,0,0,174,41648,0,1056,5001,227943
0,2177,11062,5,425135,0,0,423,51340,0,2830,7591,321307
0,2134,11802,5,361715,0,0,355,56766,0,2607,8686,327260
0,1825,6582,6,208398,0,1,179,31665,0,1539,6102,272938
0,1834,8335,3,242034,0,0,232,24464,0,1993,7624,211896
0,3299,11045,6,264981,0,3,217,41252,0,1637,10621,354448
2,2788,7871,5,242362,0,1,257,45621,0,2350,7104,318536
0,1839,6841,2,180167,0,71,57,8895,0,1843,5774,160944
0,2369,13608,4,372194,0,0,365,44014,0,1680,11998,307388
0,2623,13164,6,355202,0,0,151,58279,0,2264,10974,284889
0,2274,10707,6,359976,0,0,160,38011,0,2159,7250,282059
0,1878,6955,3,378661,0,0,167,85486,0,2175,5753,338393
0,2171,17367,10,423080,0,0,1003,156611,0,2953,10421,358530
0,3130,10214,7,366409,0,0,165,33882,0,2031,9109,438175
2,2054,16033,7,550078,0,0,190,57537,0,3059,10954,447199
0,2126,17458,8,637932,0,0,119,34734,0,4095,10829,512080
0,2019,18188,9,660153,0,0,404,98499,0,4120,9780,545691
0,3105,20100,15,767399,0,0,510,55664,0,6093,14431,711155
2,2986,23787,22,1015074,0,0,226,51007,0,6871,13467,729733
0,2948,15574,24,896376,0,0,441,140164,0,10022,12101,807831
0,5758,34378,25,1099991,0,7,322,52351,0,6228,16025,1164401
0,2475,28119,7,464430,0,0,440,41278,0,994,16950,381905
0,3136,12079,12,313517,0,0,235,38523,0,801,10121,495733
0,1482,6617,4,344057,0,0,139,25839,0,552,5996,223905
4,2408,14727,7,380148,0,0,179,35279,0,269,9549,352360
0,2175,5878,1,250232,0,23,105,15685,0,1421,6688,115370
0,1635,4000,4,119112,0,0,75,14590,0,3015,4248,201375
0,1522,8000,2,257048,0,0,78,26045,0,2298,6084,273362
0,2440,7547,8,217342,0,0,233,13737,0,570,8260,353065
0,2218,9722,6,296301,0,0,112,21756,0,2091,9115,335112
0,3861,20846,18,635147,0,0,212,35847,0,7915,14492,620837
0,3014,18840,8,645763,0,0,362,80960,0,6476,14527,594477
2,5204,46869,73,1135068,0,0,694,45363,0,10161,23342,1081488
0,3606,26306,30,751669,0,0,435,61575,0,8539,13517,785234
2,3822,17916,14,555866,0,0,361,55003,0,5068,13272,642838
0,3216,21398,18,831690,0,0,766,146213,0,7885,13567,934971
0,2740,14246,15,717206,0,0,186,44069,0,8697,10267,802438
0,3990,22878,17,861973,0,0,352,53575,0,4601,12956,955809
2,5016,29941,27,1053559,0,0,955,64889,0,5649,18813,1124256
0,3642,30057,32,958176,0,0,517,73691,0,6906,14912,935735
0,3824,29695,52,1001736,0,0,245,51802,0,7330,12422,818078
0,3033,19353,18,714145,0,0,251,42347,0,5797,11422,625104
0,4491,28971,39,998267,0,0,332,30121,0,8497,12582,886957
2,4832,32292,30,783329,0,0,1782,88423,0,4656,11973,869135
0,3127,18706,26,570893,0,0,465,41943,0,4122,10058,676482
2,2902,13750,16,461875,0,0,249,42781,0,991,8480,577422
0,3209,17594,24,567688,0,0,358,29979,0,5227,9661,682616
4,4791,33552,37,841963,0,0,135,41260,0,8697,14549,993902
1,3240,25434,28,865714,0,0,299,40260,0,6172,14713,948332
2,5611,35440,28,896230,0,0,805,28636,0,29988,19285,925392
5,4217,28966,26,841445,0,0,653,28514,0,5021,22397,776775
2,4275,29611,33,782063,0,0,834,33600,0,5300,22287,742296
0,3647,27069,32,840141,0,0,785,68976,0,6725,17725,815690
0,2555,20107,25,670178,0,0,349,84961,0,3604,12587,655533
0,3997,33328,26,1055013,0,0,690,45305,0,3327,19660,1016772
