T1,T2,T3,T4,Q1,Q2,Q3,P1,P1Q,P2,P2Q,P3,P3Q
2,23081,137266,10,2948412,0,0,7933,140640,0,3468,98404,1579921
9,23600,117504,13,2607749,0,0,11291,153847,0,3520,94619,1410331
5,22863,137591,10,2225655,0,0,11445,150913,0,3234,106814,1159373
24,23919,111053,10,2093751,0,0,8065,111837,0,2236,86070,1094958
11,24829,119380,29,3151883,0,0,9624,134322,0,4070,93803,1707087
4,19203,84226,10,2146648,0,0,7586,144932,0,3181,67625,1153825
0,16782,83492,6,2070072,0,0,7898,116770,0,2097,66136,1132741
2,18429,73985,13,1244072,0,0,6936,95058,0,2265,68590,1446652
0,13932,81955,10,1855501,0,0,5612,84434,0,1751,65618,948134
7,21317,103761,16,2354870,0,0,6700,108167,0,3176,80416,1211698
4,19356,97194,14,2879029,0,0,5905,110294,0,3593,74860,1473029
4,17900,92913,10,2179715,0,0,10358,165257,0,2541,73556,1168344
1,13551,67696,3,1638173,0,0,4481,94304,0,2119,59623,759204
4,16242,91038,9,1867872,0,0,4643,74076,0,2054,69220,810995
2,13354,70106,6,1839812,0,0,4459,71655,0,1950,55467,880343
31,21238,97241,22,2364946,0,0,5610,98371,0,3949,76284,1013419
7,14423,73626,6,1729769,0,0,6073,126352,0,1862,55867,822107
10,16674,89295,4,1569634,0,0,5759,83642,0,577,71459,737184
0,16410,82705,9,2031606,0,0,6609,83605,0,2535,68205,962703
7,42124,257041,50,4857393,0,0,20748,286543,0,7243,187506,2240034
0,33566,175280,46,4045681,0,0,13901,293796,0,5974,132088,2229648
6,27868,153207,12,2583729,0,0,9965,151734,0,3049,106742,1373217
2,16449,83101,3,1515363,0,0,6646,100228,0,1667,62021,778143
3,17166,76868,6,1965288,0,0,4213,87004,0,1502,58946,973263
6,15862,80137,2,1959076,0,0,5712,89281,0,1346,56587,882037
3,18599,96104,6,2173904,0,0,4627,86831,0,1996,76682,1068166
2,12772,63057,5,1591161,0,0,4560,76945,0,1059,47338,768435
0,14026,61296,7,1688729,0,0,4010,72072,0,1256,48335,792094
9,21124,117189,16,3223848,0,0,6982,119812,0,2023,84153,1455565
7,19177,111278,11,2416585,0,0,6536,129150,0,1226,81950,1135649
2,19935,104126,10,2801016,0,0,11629,212685,0,2273,78033,1289990
4,13464,58007,1,1587571,0,0,4230,52272,0,1368,51988,751534
9,13991,73924,4,2354833,0,0,5044,96806,0,1894,58011,1067416
7,17671,84766,11,2802821,0,0,5517,107820,0,1561,63543,1277498
0,17894,101831,21,2417051,0,0,8034,120372,0,2176,71313,1094243
2,29859,227654,85,6128541,0,0,9942,151287,0,2358,147421,2796796
5,26046,147635,42,5250102,0,0,6082,140691,0,2868,104090,2232508
2,18264,97481,12,3148539,0,0,4804,97669,0,730,72195,1409586
6,38288,134320,48,4728267,0,0,7053,179740,0,2581,97463,2108513
8,21189,123762,13,3720958,0,0,7325,172223,0,1318,90121,1635255
12,20054,111521,19,2882717,0,0,10417,127444,0,1958,79148,1249530
1,16739,96781,10,2176224,0,0,6191,104713,0,1261,72234,945629
0,16971,89184,6,2738764,0,0,5180,103435,0,1864,65652,1200913
2,15784,93789,15,3413595,0,0,5684,127615,0,2639,66089,1480508
1,10891,73141,14,2680634,0,0,5380,98797,0,717,53352,1199064
9,13533,92774,11,2341276,0,0,6550,105419,0,1487,61313,1054969
6,14275,85122,14,2966503,0,0,4725,89973,0,2226,63970,1304310
8,19763,132657,29,4129002,0,0,6620,146218,0,1355,99058,1846358
2,15772,106451,14,2683855,0,0,7747,174235,0,2202,84195,1254279
2,27284,200509,73,5635957,0,0,9514,200093,0,6335,141859,2619818
8,16873,117608,21,3167033,0,0,14829,211131,0,3148,80904,1441684
4,14651,63918,9,1916196,0,0,1899,54512,0,1688,46692,807454
0,16710,87636,16,3226579,0,0,4765,124362,0,2725,64469,1428206
1,22556,115331,32,3482232,0,0,7886,174454,0,3332,85463,1656158
4,14806,75013,15,2300747,0,0,8321,159112,0,1607,62448,1149838
5,13563,60532,9,1967955,0,0,5208,72505,0,1536,50881,994534
2,15040,80088,12,2382072,0,0,3667,66133,0,1966,69544,1238233
6,15382,82815,8,2344484,0,0,6621,140357,0,1750,67551,1169916
5,12205,58037,9,2016225,0,0,4672,82116,0,1560,53292,1026027
6,15963,79299,9,1634455,0,0,6949,137305,0,1299,70548,814918
46,13077,47016,8,1152469,0,0,4645,78324,0,924,46850,1261401
3,13633,69532,3,2045339,0,0,5085,98907,0,1333,57052,949314
2,13563,65910,0,1592592,0,0,5138,81635,0,1006,57026,766666
4,14892,72063,7,1920145,0,0,6438,144769,0,1716,58750,934073
15,15510,84221,4,1956638,0,0,5705,122144,0,1452,63473,908100
6,12049,59191,4,1301063,0,0,5317,74468,0,2067,49317,591310
9,15594,75929,4,1664749,0,0,5239,74008,0,4383,60140,824601
5,12950,71264,6,1795356,0,0,5012,102613,0,1756,57218,918125
4,21427,120650,22,3366303,0,0,7641,146677,0,3823,92966,1791989
2,12998,78708,11,2152794,0,0,4806,92669,0,1030,61859,1099462
3,14087,75787,8,2001422,0,0,6999,93538,0,853,58624,1016156
3,13453,66714,9,1759810,0,0,5145,85498,0,5,57340,925510
0,17250,80181,11,2332533,0,0,4272,70395,0,2145,66643,1249554
3,14123,61554,8,1726113,0,0,5560,82539,0,2980,54163,935643
4,14504,79059,3,1790171,0,0,6546,104254,0,3149,66190,987037
0,12621,39172,2,656059,0,0,2964,44978,0,4040,36637,760163
3,16671,86526,13,2060492,0,0,5797,82798,0,3226,73936,1068332
0,21823,102807,22,2314053,0,0,8085,142179,0,4876,79854,1214465
3,43401,207851,37,3710580,0,0,10922,151073,0,4406,147534,1853317
0,25197,133454,35,2762397,0,0,10309,215862,0,2885,97861,1366879
4,19631,105807,9,1934295,0,0,5600,92284,0,2497,86573,885042
0,16623,80024,11,1967883,0,0,4675,90728,0,1151,66953,898215
4,18933,100028,15,2234973,0,0,4078,73777,0,2120,78899,1113243
12,33792,211115,47,3747103,0,0,11378,167871,0,5403,156727,1759319
8,31886,187595,45,3873911,0,0,15553,178038,0,4794,139551,1887391
2,20529,107380,20,2632948,0,0,4978,104480,0,3190,87472,1416874
1,19855,104754,10,1698844,0,0,5008,96308,0,1165,86171,881664
1,14026,69430,17,1783045,0,0,7870,129523,0,1341,62262,1487811
5,20868,85581,16,2716715,0,0,5075,88917,0,2973,74759,1492450
6,22144,101935,19,2361457,0,0,7992,105795,0,1752,74760,1162930
2,13369,53140,6,1901458,0,0,11753,95098,0,1338,49063,1030518
3,20132,86086,21,2485949,0,0,7070,167339,0,2174,73752,1340656
5,18272,86225,8,1974484,0,0,6960,108163,0,1128,77032,1046852
8,18997,104382,8,2093696,0,0,7989,104878,0,1755,89139,1201092
2,18018,70982,18,1000229,0,0,7615,124587,0,1867,72837,1599914
0,38953,147454,28,3452366,0,0,6083,104754,0,6009,124083,1735877
2,21710,94085,20,2891106,0,0,6701,130616,0,2394,82243,1438842
4,17916,83295,12,2472162,0,0,4675,175491,0,2013,68102,1183676
3,16406,85709,16,2125210,0,0,5662,88937,0,2650,68404,916491
2,17745,96148,5,1868345,0,0,5660,90270,0,2076,82077,761514
4,17306,84073,9,2220213,0,0,5228,85741,0,1711,76313,961952
6,11653,61059,5,1558099,0,0,6244,82517,0,1104,59405,715591
4,15195,84477,7,1840539,0,0,7784,147930,0,1128,71462,706391
6,14105,81504,5,2051274,0,0,11275,136313,0,674,70112,732758
2,15268,69152,9,2561294,0,0,3403,80110,0,1546,62530,795154
5,13510,53114,5,2131054,0,0,3238,56941,0,1298,46802,702337
4,19971,83703,13,3190708,0,0,5191,63841,0,2507,71732,1055309
4,14468,56831,11,2772680,0,0,3396,54470,0,1969,52974,980373
2,12185,60604,5,2558831,0,0,5759,91073,0,1465,52990,834577
1,21671,81176,25,4599350,0,0,5097,80530,0,3101,74324,1283569
5,16259,78767,7,3841542,0,0,4606,88594,0,2160,62025,1043026
4,20162,100160,9,3778977,0,0,5493,103058,0,2648,79151,1001102
0,15419,48908,8,2811044,0,0,4272,92265,0,2030,48100,809558
5,16798,80297,9,2493731,0,0,6799,92534,0,2569,61707,631451
0,17645,78543,3,2043211,0,0,5148,71871,0,1351,62626,734908
10,19261,57013,4,1159208,0,0,6732,59977,0,892,53183,910960
14,16059,59343,5,1852791,0,0,4565,59830,0,1331,47946,673072
2,19565,88726,3,1868620,0,0,4284,68185,0,1237,73340,635305
2,19804,83981,7,1900200,0,0,6666,116574,0,1029,66431,669378
0,11660,50412,8,1679916,0,0,3733,61040,0,1232,40981,550143
2,15607,62265,13,2921962,0,0,4157,54774,0,1981,49981,850300
0,13599,55848,4,2135485,0,0,4180,63677,0,1004,45444,628703
0,15113,64564,8,2160193,0,0,3958,51653,0,1074,50631,590473
4,13896,67527,5,2271341,0,0,6849,84777,0,1072,52466,606688
4,13893,54580,5,2282210,0,0,4177,50669,0,1039,47674,602112
12,13119,50625,1,1964108,0,0,3322,60184,0,614,45906,555466
10,13957,51819,8,1618102,0,0,4191,49744,0,823,44113,461469
0,19626,84777,13,2354575,0,0,7178,129626,0,1742,69262,780482
0,19466,87160,5,1703279,0,0,9306,87980,0,1031,71012,567058
4,21689,89002,3,2001474,0,0,5430,72482,0,8979,71615,653548
2,19051,93080,7,2058098,0,0,4824,105679,0,833,67775,727565
8,33669,151141,23,3895847,0,0,8440,113665,0,1203,111447,1175247
8,18322,75028,14,2803139,0,0,9330,218242,0,1732,65151,1117555
2,19859,109658,9,3036531,0,0,7064,112475,0,2405,83198,1093975
0,18428,83844,7,2817989,0,0,4618,98335,0,1712,62067,903941
3,16777,73836,4,2003303,0,0,4852,80761,0,1155,58207,572534
0,25072,87789,10,2646387,0,0,5109,108724,0,1908,64309,758622
3,20919,102940,15,2638207,0,0,5402,107300,0,485,76809,1046586
2,20322,88694,4,2303206,0,0,5635,131257,0,57,65738,752237
11,16018,53632,6,1651400,0,0,5057,75165,0,64,47795,575542
4,17879,74890,5,2438903,0,0,5070,93993,0,941,62581,848023
6,18788,71491,9,2078590,0,0,4360,74597,0,277,56442,703841
9,42804,167070,48,5264520,0,0,9110,185892,0,366,116255,1835700
0,20326,81816,18,2888696,0,0,6732,114149,0,126,58512,979174
30,17668,66335,8,2027834,0,0,5838,134706,0,147,50688,625953
0,22983,96311,30,3347500,0,0,5424,91190,0,642,69104,1030887
10,27488,124686,22,4185078,0,0,9415,176089,0,2842,84029,1471684
5,23514,108417,10,2928278,0,0,5853,109865,0,2027,84787,831066
4,19514,91178,7,2769580,0,0,7370,115983,0,1164,67096,951854
6,18786,71501,4,2334838,0,0,6061,120170,0,1535,50387,662771
3,20816,97172,11,2369155,0,0,6656,115915,0,1315,69309,700598
0,16993,63970,7,1895800,0,0,5448,88097,0,1371,49529,550032
0,12381,37533,2,908073,0,2,1796,54724,0,653,27481,277820
4,13960,63495,4,2083067,0,0,5287,100905,0,1059,55647,627818
12,43924,116479,20,3022312,0,0,7128,117821,0,1567,103092,1263359
0,28196,116759,42,5456705,0,0,5315,106938,0,4652,86448,1687546
0,39913,174748,33,4859139,0,0,12328,230396,0,2874,136720,1770779
3,81044,299473,116,6771850,0,0,14721,260896,0,11285,220444,3136243
4,35745,151227,51,5782915,0,0,7928,186647,0,3178,125649,1881571
3,22364,128872,55,4158273,0,0,6831,193390,0,3757,109967,1825953
6,18212,95270,45,3525235,0,0,5963,161615,0,2937,77315,1585243
6,18825,83239,33,3647625,0,0,5139,156754,0,3416,75106,1075686
0,16962,80738,8,2531685,0,0,6098,107023,0,2049,74472,800057
2,15428,76925,12,2453080,0,0,7615,88275,0,2384,67810,777291
8,48773,81603,11,2648878,0,0,5104,101513,0,1871,78748,897011
2,26019,99985,21,3335400,0,0,7748,109516,0,2031,84915,1088546
8,23755,124951,15,3120648,0,0,8055,141308,0,3618,100691,1154578
4,20914,120353,19,1663023,0,0,14301,196785,0,1559,98102,804429
6,25088,100942,6,1439112,0,0,7571,90482,0,2454,81818,714090
18,23606,103543,12,1929644,0,0,5625,102963,0,2376,80418,974094
4,24798,90411,13,1806252,0,0,6725,89545,0,2497,83246,938198
7,17556,79217,5,1438332,0,0,5858,92892,0,1760,69837,711753
2,19129,76033,0,1112783,0,0,6954,80760,0,1108,66563,528227
6,15357,58221,4,974327,0,0,5199,54755,0,1138,47941,464684
6,16863,77652,7,1027271,0,0,6042,82315,0,1280,62616,494437
16,10993,50384,2,867423,0,0,4373,63515,0,942,47496,418579
10,18922,93790,15,1298241,0,0,16677,191122,0,2073,70108,591190
0,22346,107275,5,1359273,0,0,8227,123013,0,2911,84899,661764
12,21752,106736,6,1501778,0,0,8778,100360,0,1621,84719,712942
9,19625,90897,4,1564910,0,0,5405,82510,0,2185,79392,754114
8,16878,89107,5,1451525,0,0,8470,122128,0,1675,84268,696664
4,12954,65703,5,1415508,0,0,4710,88758,0,1681,57869,684641
4,21086,75528,6,1728939,0,0,6815,93881,0,2393,72484,851254
1,23388,86944,9,2041519,0,0,7080,150256,0,3195,81029,1007613
6,25012,72878,8,1018429,0,0,5563,135433,0,1602,72966,1124761
7,52703,98406,13,1643346,0,0,10530,163268,0,1711,96829,838748
10,35247,154614,40,2961866,0,0,8286,120880,0,3810,129985,1412113
8,30362,115615,13,2092052,0,0,9021,124797,0,2136,94870,1007460
6,24253,111967,21,2214351,0,0,8145,158592,0,2419,91138,1066367
8,21815,104295,17,1727029,0,0,9871,195386,0,2345,96294,1013974
4,24030,89810,7,1584478,0,0,8490,125120,0,2167,85231,806301
9,24052,101591,18,1866415,0,0,7633,138683,0,2748,87291,897986
56,42395,160079,42,2973563,0,0,8824,134871,0,3639,130615,1490195
6,38311,110370,60,1989479,0,0,6814,208409,0,4741,99365,1403733
6,41521,103417,13,1868619,0,0,8611,158164,0,2540,101453,903877
80,34868,123329,26,1913085,0,0,8113,131475,0,2719,107086,1028734
10,57251,185714,45,2645836,0,0,14652,211152,0,4706,153092,1488741
4,39038,164300,25,2558100,0,0,12866,214004,0,5958,132492,1404777
12,37109,130389,35,2291398,0,0,15697,401819,0,6388,106936,1301657
8,63029,246920,27,3434519,0,0,23808,400874,0,7908,196404,1931381
30,202989,488930,88,5970613,0,0,83758,626022,0,27274,382108,3502233
26,247180,667368,106,7473969,0,0,69914,1281727,0,1456,520240,4698270
10,90042,326332,153,3741053,0,0,38967,599761,0,6752,266797,3410186
19,129854,395575,156,4355217,0,0,41622,675228,0,8252,344569,4902508
6,164237,522082,290,5624811,0,0,37069,610403,0,41078,455941,6082090
11,74360,274296,51,4180976,0,0,25045,477913,0,62559,216460,2439149
5,42933,162899,103,2638361,0,0,12856,356750,0,37679,140191,2050525
12,56851,223314,19,3001671,0,0,39576,695833,0,14996,190317,1839678
6,57917,176516,73,1456257,0,0,18444,268751,0,7545,151700,2549768
8,53560,182732,24,2903001,0,0,17188,299572,0,16620,153650,1876755
24,40864,145559,24,2671395,0,0,15352,270034,0,13916,122161,1611383
38,42772,169191,61,2400394,0,0,24573,329167,0,18273,141119,2327975
6,52474,176314,78,2387494,0,0,17943,318149,0,17530,141055,2334046
2,37747,132759,32,1862542,0,0,15377,254989,0,6745,122172,1645826
70,34800,112492,23,1752928,0,0,12218,184534,0,4923,108470,1338622
4,48355,143852,23,3346550,0,0,18994,377731,0,6481,135892,1979487
2,50246,157737,28,3202772,0,0,23915,375805,0,11419,153311,2099723
11,76468,252915,47,4889533,0,0,23504,484535,0,37331,247066,3241610
3,58136,230528,104,3475227,0,0,28108,379686,0,18847,204543,3395331
3,41030,141151,49,2345991,0,0,15078,305084,0,12763,143017,2040587
4,41588,99571,47,1537292,0,0,25356,327711,0,9356,111853,3020034
4,34381,134255,18,2543119,0,0,14603,343125,0,11587,118820,1587255
0,31244,97088,6,2089943,0,0,12511,297521,0,7719,104741,1361457
2,37252,125582,13,1803068,0,0,25415,334963,0,3979,132193,1158337
7,29227,94539,21,1811842,0,0,10077,164624,0,5409,95822,1486920
2,37608,126269,13,2777520,0,0,17308,428834,0,7870,118497,1873329
3,46925,152134,84,3030233,0,0,9939,282501,0,7356,134564,2514258
5,31556,108609,13,2092328,0,0,9136,235763,0,4874,97522,1330548
8,23274,101637,13,1656976,0,0,15326,214106,0,4403,86802,1020937
8,58822,177436,13,3277981,0,0,17447,249380,0,8197,160405,1911718
5,28403,78408,5,2138765,0,0,9546,225717,0,7664,80237,1300283
6,45899,134251,59,2240526,0,0,10489,230221,0,10109,126547,1957118
3,74571,244445,30,4241123,0,0,26957,534660,0,20629,212703,2693307
8,74774,278131,181,4723541,0,0,27927,427137,0,27610,224537,3873732
3,63047,185913,39,3477199,0,0,17604,273641,0,11462,165316,2176133
4,77723,230524,156,4006871,0,0,17819,295468,0,20832,193452,3625778
3,99682,257095,215,5301173,0,0,18578,472405,0,54768,194566,5150495
17,68609,181786,78,3327144,0,0,18392,353081,0,17697,150130,2836164
6,102587,264906,132,3974527,0,0,17283,276359,0,40975,238721,4036936
10,65241,198837,148,4001528,0,0,12867,316843,0,32025,155471,3295375
4,61096,189754,26,4009086,0,0,27300,521964,0,29612,167575,2639011
4,45850,126392,84,2029724,0,0,13640,335478,0,7817,114518,3540744
8,70391,237566,157,2809422,0,0,20676,422928,0,26352,213986,4868106
5,41222,136692,63,2636157,0,0,19041,436981,0,12823,121493,2093903
6,51357,169832,43,4162431,0,0,12614,342921,0,14713,153584,2717520
6,41461,142128,26,3681254,0,0,14186,323258,0,8551,114518,2389092
4,36347,116742,20,3034777,0,0,10720,239353,0,6117,103323,1810475
4,39792,131699,25,3210956,0,0,14279,206501,0,11606,109831,2052917
2,32849,100197,15,2323145,0,0,11727,175371,0,7106,92296,1461393
1,47428,91549,10,2068218,0,0,11506,238835,0,4538,90077,1244898
10,27066,77292,7,2059634,0,0,7929,190439,0,3211,73041,1226091
4,32688,126625,20,3025219,0,0,10096,236961,0,9788,99666,1708856
4,38707,124237,16,2578711,0,0,10692,214495,0,7561,103302,1584839
21,35014,101907,21,2662804,0,0,8762,180149,0,7712,79700,1808062
5,57549,186989,100,2269009,0,0,9648,222320,0,12551,161729,4390170
2,44739,146660,49,4883684,0,0,19338,383401,0,14076,129347,3357563
2,40154,104418,10,3083550,0,0,13978,359759,0,6840,97495,2031658
6,36315,85840,9,2448992,0,0,9280,178482,0,12986,79554,1995027
0,41511,105833,15,2706249,0,0,10043,187101,0,7721,99319,2069251
4,46158,115996,19,2719781,0,0,11412,205819,0,6945,106843,2109297
2,35558,124889,21,2575619,0,0,14211,262061,0,8109,110562,2077577
4,79308,228721,54,3837381,0,0,12162,281800,0,13159,180665,2685093
8,46413,132954,24,2299903,0,0,11887,346969,0,6243,120187,1594822
58,41852,94692,16,2014002,0,0,6996,150246,0,5017,85604,1563496
5,46834,102510,28,2538108,0,0,6470,175939,0,9805,95027,2229376
4,43658,96021,14,1896037,0,0,8552,180440,0,2980,93280,1719961
6,41385,97899,17,1901709,0,0,7748,207269,0,4498,97099,1557486
5,42224,74251,36,1065914,0,0,9724,151246,0,3006,74485,2195048
6,40042,78981,8,1597495,0,0,9839,139639,0,4735,74027,1208854
4,49533,119397,21,2497477,0,0,10521,294470,0,9208,109362,2269692
13,36213,71385,24,1105586,0,0,6862,169573,0,3632,71324,2072375
5,40063,85978,16,2019887,0,0,7557,161026,0,4372,80457,1695109
3,32236,79269,12,1831412,0,0,8032,250600,0,4553,70336,1523334
0,30375,82991,15,1972016,0,0,6982,102678,0,3662,80447,1570157
4,26329,74810,24,1256152,0,0,4742,107919,0,3837,73079,1987700
2,34434,99870,23,2259460,0,0,9744,185723,0,4687,86878,1909243
4,38317,117882,20,2660421,0,0,5810,111449,0,6101,98880,2263037
0,29804,78268,17,1742866,0,0,8823,242562,0,4458,68284,1359313
6,56359,183001,38,3355234,0,0,11876,290956,0,13597,163665,2768619
2,41816,115781,14,2110679,0,0,9293,247472,0,3822,101178,1618328
4,38970,141956,31,2933883,0,0,8773,234364,0,7256,138014,2605302
1,44285,104631,10,2097105,0,0,9317,194814,0,3832,104268,1756040
6,34656,78571,8,1798059,0,0,6913,166449,0,2710,68731,1186447
2,35827,81797,8,1873325,0,0,7001,180463,0,2873,69050,1432014
0,40646,108016,10,1917846,0,0,8261,179184,0,4020,84099,1464161
2,45463,127376,26,2791829,0,0,8558,192441,0,6557,103425,2172879
2,35001,97965,28,2484948,0,0,9474,234318,0,5391,83869,1984069
2,31284,86957,5,1830222,0,0,8249,163575,0,2825,74064,1340189
4,28585,84333,4,1766878,0,0,7989,175730,0,2056,79721,1255766
2,38120,115642,19,1984886,0,0,9680,150851,0,4290,99702,1525678
6,24588,100688,15,2284968,0,0,10812,252327,0,2257,85127,1763568
8,27024,137007,18,2505454,0,0,18319,409606,0,5083,110450,1950634
15,27674,90336,13,2199525,0,0,8301,121462,0,3106,82717,1573875
4,36537,150488,27,3322045,0,0,10861,254207,0,4739,125117,2528809
8,26916,88321,15,2330905,0,0,8941,188875,0,3142,76507,1805406
2,30863,128941,49,3397092,0,0,7388,226819,0,2393,108062,2669371
6,25353,98114,25,2517711,0,0,11371,190744,0,3282,85938,2073803
2,57207,231260,105,4818868,0,0,17008,288758,0,4232,191756,3666894
0,32831,139792,48,4239731,0,0,9257,223258,0,6673,107829,2489026
0,47475,186601,118,4757835,0,0,15618,514726,0,3645,151718,3254279
12,42636,162344,76,4318389,0,0,11843,399870,0,8381,134773,2889713
2,38399,145239,22,3422506,0,0,13694,414726,0,6479,118659,2216796
6,34281,119624,42,3944579,0,0,9141,219124,0,3064,102283,2240723
2,27762,78371,19,2637817,0,5,2183,163782,0,7844,63989,1551820
3,35576,110292,39,3454521,0,0,7961,217379,0,5635,93551,2042737
0,36136,115309,28,2848787,0,0,9140,263684,0,7936,96405,1774997
7,30933,86296,13,1995270,0,0,6206,135622,0,6575,78489,1161996
4,25282,84911,16,2265183,0,0,10766,243399,0,4963,75447,1369609
4,34867,134533,29,3216908,0,0,12700,326177,0,4077,104495,2165950
3,28256,100791,10,2338628,0,0,9954,197697,0,4303,85178,1659692
2,26157,89264,12,2064338,0,0,5503,154145,0,2883,73744,1326704
6,23620,73142,8,2200077,0,0,8424,241440,0,2683,61481,1365423
3,26176,94559,7,2479291,0,0,6431,165470,0,3022,78138,1590916
4,22728,68599,6,2117374,0,0,6097,170930,0,3253,62438,1432011
4,25597,100893,20,2848816,0,0,8056,243000,0,5881,89358,1897556
4,28782,103229,9,2457005,0,0,13332,307016,0,3788,78724,1584386
0,22590,76670,14,1493097,0,0,8085,198906,0,3869,71944,1845735
2,30382,111138,17,2789406,0,0,7204,201795,0,6496,89451,1661920
2,29477,113000,12,2273493,0,0,15206,255848,0,5805,96055,1581390
4,29275,97529,14,2340544,0,0,13284,298981,0,4881,85559,1389191
4,38573,150369,44,4255376,0,0,6299,216198,0,8469,116376,2573805
6,31754,109947,25,3213345,0,0,6557,126456,0,6692,90558,1935476
2,28941,116843,16,3328549,0,0,15637,288931,0,4933,100878,2267684
3,33162,103713,20,3013924,0,0,7873,207572,0,6226,87685,1714995
4,35794,101215,18,2921015,0,0,7961,205034,0,4851,90038,1759566
2,26932,80382,9,2413695,0,0,6505,221189,0,3273,77048,1558859
2,22774,60231,7,2080409,0,0,3975,130560,0,2794,62964,1290641
2,29180,65699,13,1445288,0,0,5501,98693,0,2178,69100,1841654
4,22615,58019,3,1737058,0,0,6851,156961,0,1475,58042,1159479
6,20130,53081,6,1616556,0,0,5254,129562,0,1324,53982,1113565
8,34252,126440,15,3168460,0,0,9810,311563,0,4650,108657,2250209
4,32584,120910,32,2921646,0,0,7897,238821,0,4326,96576,2074450
8,26938,81861,13,2738457,0,0,5894,142546,0,3188,67674,1824883
2,54561,206992,60,5288905,0,0,9305,227200,0,7632,149990,3441861
2,32199,115088,10,2790426,0,0,10399,174486,0,2799,89185,1780219
6,31451,105466,14,3297086,0,0,7557,219996,0,3493,87277,2182267
4,23285,63542,11,2427212,0,0,5770,118369,0,1873,58122,1592897
0,28842,101737,9,2638116,0,0,10125,168209,0,3457,91171,1622281
0,27479,78624,10,2351765,0,0,5742,138016,0,3145,68310,1471242
2,26116,84296,11,2915438,0,0,4314,91143,0,4038,70811,1915957
0,29207,95682,5,2531796,0,0,4772,89327,0,3715,79683,1605901
3,29169,84292,4,2357952,0,0,5876,75432,0,2011,83002,1536943
10,22490,68950,7,2268960,0,0,6720,106322,0,2370,66448,1561340
4,28003,85188,9,2383987,0,0,4909,158466,0,2264,78558,1569448
2,36322,114590,16,3386593,0,0,6760,133153,0,5185,100103,2289092
8,26819,103838,27,2671569,0,0,6942,133295,0,4512,88830,2034915
5,31490,106163,11,3699378,0,0,6322,155799,0,3838,89348,2516830
2,34355,130259,26,3641312,0,0,7313,182265,0,5032,105676,2572809
8,30477,136970,48,3694635,0,0,7074,211848,0,6646,101447,2929729
0,34652,138487,30,4197773,0,0,9626,263791,0,6673,111809,3079987
1,29964,87383,12,3213494,0,0,5341,156973,0,4116,72765,2302422
2,28330,87429,14,2911332,0,0,5587,201719,0,4920,80838,2140912
11,34978,113176,14,3489839,0,0,5765,158954,0,5590,101039,2584474
7,31607,96743,19,2838301,0,0,7366,193083,0,4485,86761,2072292
5,28540,96242,16,2697504,0,0,6408,120049,0,7203,79207,2029893
13,31844,105624,7,2985329,0,0,8578,141277,0,2711,89796,2064490
3,27903,94874,16,2906676,0,0,8666,195765,0,3822,84348,1980643
2,24573,92060,6,2791470,0,0,5036,117401,0,3228,75633,1903677
2,34856,124227,12,3017938,0,0,8028,159223,0,2502,114491,1919637
14,28829,109877,7,2787835,0,0,13598,233694,0,957,94563,1842907
0,32606,95943,15,3541587,0,0,6234,123942,0,2573,86759,2381617
8,18963,76114,2,2969295,0,0,4600,105978,0,627,66212,2000939
0,37543,129137,23,2962856,0,0,10824,164279,0,1340,109895,1902503
2,34149,102703,7,3069132,0,0,5184,145150,0,772,85160,1955178
2,31056,118645,9,3572933,0,0,7538,225877,0,735,98866,2295609
2,29863,108910,14,3010337,0,0,6776,124410,0,424,96887,2039649
0,30660,89429,3,3315935,0,0,3936,122138,0,537,84643,2101481
2,36046,107987,15,3197678,0,0,5817,130060,0,689,96695,2193071
4,49945,219165,71,5610688,0,0,11270,200723,0,2066,181270,4162573
4,56163,213235,118,6302767,0,0,11593,304594,0,4888,168368,5077718
6,44934,181994,42,5767735,0,0,8248,216737,0,2126,142975,3800107
0,40770,153212,40,5434396,0,0,7421,235452,0,1721,116803,3634302
6,92471,437762,185,9300021,0,0,36404,606695,0,4162,289689,5491734
7,233981,666698,191,9212429,0,0,40410,816401,0,22,506561,6603120
13,145817,464027,117,7234117,0,0,25696,495593,0,8581,334322,4784423
9,69196,260353,205,5168366,0,0,16468,333684,0,2204,179443,3524538
9,67952,205966,86,4028896,0,0,17866,391611,0,2694,169105,3218997
2,81478,260027,211,5821750,0,0,12682,320592,0,3300,194235,4246739
0,107259,357331,279,6650847,0,0,16512,318394,0,4279,246286,5288376
4,79966,275495,115,6176366,0,0,20384,418586,0,2627,188229,3715318
14,65527,204758,98,5586841,0,0,12254,299828,0,3406,148853,3842676
10,123044,393328,160,7104782,0,0,19802,444783,0,4547,279865,4686580
4,115837,434956,464,7093296,0,0,35331,601670,0,2190,331639,6292160
11,96475,337274,319,5524315,0,0,30890,762751,0,5557,250037,4682832
8,144065,517959,236,8896717,0,0,26359,754226,0,7598,401934,6036348
11,115947,389637,172,7936666,0,0,22058,539611,0,4872,313397,6008137
8,105752,411769,231,8306778,0,0,22198,745680,0,11393,307744,5655591
3,83428,268246,83,5959177,0,0,21795,544070,0,3202,209924,3801909
42,55711,211875,178,4378031,0,0,15552,394332,0,2192,160446,3759027
16,85486,277496,98,6124409,0,0,21517,634688,0,4942,208934,3907399
4,48042,134933,112,3800043,0,0,8598,287674,0,3116,112428,3499870
